serie,roll,tid,kategori,innehall,varde
krita_volym,kredit,2022-01,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",587862.0
krita_volym,kredit,2022-02,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",592513.0
krita_volym,kredit,2022-03,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",599400.0
krita_volym,kredit,2022-04,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",606270.0
krita_volym,kredit,2022-05,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",612734.0
krita_volym,kredit,2022-06,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",616480.0
krita_volym,kredit,2022-07,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",621585.0
krita_volym,kredit,2022-08,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",626930.0
krita_volym,kredit,2022-09,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",633696.0
krita_volym,kredit,2022-10,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",638906.0
krita_volym,kredit,2022-11,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",652432.0
krita_volym,kredit,2022-12,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",657394.0
krita_volym,kredit,2023-01,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",659890.0
krita_volym,kredit,2023-02,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",660280.0
krita_volym,kredit,2023-03,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",662068.0
krita_volym,kredit,2023-04,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",663365.0
krita_volym,kredit,2023-05,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",662441.0
krita_volym,kredit,2023-06,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",663903.0
krita_volym,kredit,2023-07,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",666631.0
krita_volym,kredit,2023-08,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",667565.0
krita_volym,kredit,2023-09,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",677161.0
krita_volym,kredit,2023-10,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",676294.0
krita_volym,kredit,2023-11,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",680840.0
krita_volym,kredit,2023-12,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",680287.0
krita_volym,kredit,2024-01,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",684377.0
krita_volym,kredit,2024-02,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",686393.0
krita_volym,kredit,2024-03,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",688495.0
krita_volym,kredit,2024-04,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",691777.0
krita_volym,kredit,2024-05,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",691606.0
krita_volym,kredit,2024-06,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",690940.0
krita_volym,kredit,2024-07,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",691615.0
krita_volym,kredit,2024-08,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",692438.0
krita_volym,kredit,2024-09,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",699153.0
krita_volym,kredit,2024-10,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",698934.0
krita_volym,kredit,2024-11,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",700990.0
krita_volym,kredit,2024-12,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",700185.0
krita_volym,kredit,2025-01,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",698787.0
krita_volym,kredit,2025-02,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",700251.0
krita_volym,kredit,2025-03,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",696382.0
krita_volym,kredit,2025-04,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",697697.0
krita_volym,kredit,2025-05,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",696575.0
krita_volym,kredit,2025-06,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",693523.0
krita_volym,kredit,2025-07,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",701051.0
krita_volym,kredit,2025-08,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",696966.0
krita_volym,kredit,2025-09,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",697622.0
krita_volym,kredit,2025-10,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",696583.0
krita_volym,kredit,2025-11,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",703224.0
krita_volym,kredit,2025-12,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",704177.0
krita_volym,kredit,2026-01,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",712078.0
