"region","näringsgren SNI 2007","kön","Antal 2008","Antal 2009","Antal 2010","Antal 2011","Antal 2012","Antal 2013","Antal 2014","Antal 2015","Antal 2016","Antal 2017","Antal 2018"
"18 Örebro län","Q vård och omsorg; sociala tjänster","män",3765,3817,3916,3984,4074,4229,4469,4726,4988,5076,5082
"18 Örebro län","Q vård och omsorg; sociala tjänster","kvinnor",19584,19192,19304,19309,19729,19953,20409,21252,21311,21528,21432
"18 Örebro län","R+S+T+U kulturella och personliga tjänster m.m.","män",2198,2157,2225,2247,2285,2361,2393,2400,2473,2490,2511
"18 Örebro län","R+S+T+U kulturella och personliga tjänster m.m.","kvinnor",2776,2752,2859,2846,2943,3110,2991,2998,3145,3088,3184
"18 Örebro län","00 okänd verksamhet","män",524,549,541,623,612,688,676,601,608,625,608
"18 Örebro län","00 okänd verksamhet","kvinnor",639,717,709,826,845,907,915,776,758,839,744
"19 Västmanlands län","A jordbruk, skogsbruk och fiske","män",1304,1338,1384,1633,1634,1578,1532,1535,1467,1482,1420
"19 Västmanlands län","A jordbruk, skogsbruk och fiske","kvinnor",330,355,374,471,487,490,487,472,473,480,489
"19 Västmanlands län","B+C tillverkning och utvinning","män",20132,17745,17869,18305,18428,18178,17781,17364,16945,16382,16726
"19 Västmanlands län","B+C tillverkning och utvinning","kvinnor",6144,5433,5571,5637,5675,5488,5388,5221,5026,4899,4994
"19 Västmanlands län","D+E energiförsörjning; miljöverksamhet","män",1098,1012,991,1009,992,1019,1061,1084,1124,1117,1139
"19 Västmanlands län","D+E energiförsörjning; miljöverksamhet","kvinnor",309,300,305,309,306,308,321,334,354,367,384
"19 Västmanlands län","F byggverksamhet","män",7132,6922,7220,7426,7386,7459,7390,7660,7760,8037,8167
"19 Västmanlands län","F byggverksamhet","kvinnor",612,644,617,684,707,720,726,727,778,880,858
"19 Västmanlands län","G handel","män",7180,6915,6766,7166,7088,7119,7155,7274,7225,7285,7404
"19 Västmanlands län","G handel","kvinnor",5731,5389,5459,5779,5820,5705,5614,5635,5672,5579,5634
"19 Västmanlands län","H transport och magasinering","män",3499,3265,3687,3773,3817,3955,3780,3812,3814,3873,3943
"19 Västmanlands län","H transport och magasinering","kvinnor",1047,987,1063,1071,1084,1079,894,990,961,963,1001
"19 Västmanlands län","I hotell- och restaurangverksamhet","män",1148,1109,1181,1225,1318,1416,1477,1540,1544,1707,1799
"19 Västmanlands län","I hotell- och restaurangverksamhet","kvinnor",1365,1297,1412,1396,1489,1566,1596,1513,1555,1638,1652
"19 Västmanlands län","J information och kommunikation","män",1812,1764,1794,1844,1834,1852,1837,1671,1654,1624,1680
"19 Västmanlands län","J information och kommunikation","kvinnor",874,844,823,806,743,679,664,625,578,554,558
"19 Västmanlands län","K finans- och försäkringsverksamhet","män",462,451,439,450,451,457,477,468,455,458,433
"19 Västmanlands län","K finans- och försäkringsverksamhet","kvinnor",642,626,609,584,583,571,590,582,584,587,545
"19 Västmanlands län","L fastighetsverksamhet","män",946,1026,987,962,962,1012,1052,1034,1059,1119,1100
"19 Västmanlands län","L fastighetsverksamhet","kvinnor",647,659,680,681,656,675,721,746,778,824,797
"19 Västmanlands län","M+N företagstjänster","män",5667,5456,6135,6711,6880,7178,7059,7298,7447,8327,8653
"19 Västmanlands län","M+N företagstjänster","kvinnor",4616,4597,4832,4850,5077,5198,5217,5386,5567,6070,6124
"19 Västmanlands län","O offentlig förvaltning och försvar","män",2339,2337,2476,2513,2382,2487,2603,2563,2608,2657,2730
"19 Västmanlands län","O offentlig förvaltning och försvar","kvinnor",3388,3329,3496,3521,3439,3612,3863,3884,4058,4048,4153
"19 Västmanlands län","P utbildning ","män",2684,2656,2613,2557,2580,2650,2740,2767,2910,2954,3089
"19 Västmanlands län","P utbildning ","kvinnor",9414,9185,8794,8717,8695,8858,9073,9193,9490,9700,10088
"19 Västmanlands län","Q vård och omsorg; sociala tjänster","män",2668,2800,2859,2907,3076,3222,3310,3634,3871,3975,4036
"19 Västmanlands län","Q vård och omsorg; sociala tjänster","kvinnor",14974,14917,15508,15653,16037,16388,16717,17381,17991,17836,17914
"19 Västmanlands län","R+S+T+U kulturella och personliga tjänster m.m.","män",1532,1543,1525,1555,1607,1628,1626,1678,1739,1711,1693
"19 Västmanlands län","R+S+T+U kulturella och personliga tjänster m.m.","kvinnor",2312,2335,2362,2390,2460,2585,2503,2626,2636,2598,2608
"19 Västmanlands län","00 okänd verksamhet","män",463,465,467,447,498,500,547,484,496,533,529
"19 Västmanlands län","00 okänd verksamhet","kvinnor",569,525,493,577,664,659,680,615,566,628,561
"20 Dalarnas län","A jordbruk, skogsbruk och fiske","män",2529,2557,2665,3260,3361,3404,3414,3475,3205,3338,3188
"20 Dalarnas län","A jordbruk, skogsbruk och fiske","kvinnor",636,617,651,1028,1158,1191,1223,1201,970,1187,1009
"20 Dalarnas län","B+C tillverkning och utvinning","män",19688,17742,17691,17991,17307,16932,16461,16239,16007,15936,15727
"20 Dalarnas län","B+C tillverkning och utvinning","kvinnor",5261,4698,4818,4858,4580,4425,4273,4213,4140,4080,4116
"20 Dalarnas län","D+E energiförsörjning; miljöverksamhet","män",1121,1070,1100,1101,1072,1125,1110,1124,1116,1143,1199
"20 Dalarnas län","D+E energiförsörjning; miljöverksamhet","kvinnor",257,239,251,250,269,264,280,293,304,300,320
"20 Dalarnas län","F byggverksamhet","män",8951,8960,9410,9639,9658,9485,9454,9467,9820,10193,10559
"20 Dalarnas län","F byggverksamhet","kvinnor",646,677,743,730,803,743,740,769,822,831,882
"20 Dalarnas län","G handel","män",7593,7522,7724,7752,7669,7771,7758,7911,8018,8038,8246
"20 Dalarnas län","G handel","kvinnor",6289,6093,6257,6254,6301,6349,6380,6388,6440,6316,6356
"20 Dalarnas län","H transport och magasinering","män",4367,4199,4199,4285,4161,4181,4016,4181,4212,4214,4318
"20 Dalarnas län","H transport och magasinering","kvinnor",1056,986,959,971,912,931,915,910,920,958,1000
"20 Dalarnas län","I hotell- och restaurangverksamhet","män",1543,1607,1701,1719,1832,1831,1819,1890,1918,2046,2073
"20 Dalarnas län","I hotell- och restaurangverksamhet","kvinnor",2377,2301,2380,2334,2405,2413,2358,2381,2360,2289,2239
"20 Dalarnas län","J information och kommunikation","män",1579,1500,1489,1401,1418,1464,1437,1422,1414,1518,1565
"20 Dalarnas län","J information och kommunikation","kvinnor",640,602,563,480,480,490,413,428,432,470,488
"20 Dalarnas län","K finans- och försäkringsverksamhet","män",455,454,465,458,467,457,420,425,415,436,428
"20 Dalarnas län","K finans- och försäkringsverksamhet","kvinnor",622,590,593,597,573,539,508,532,509,508,493
"20 Dalarnas län","L fastighetsverksamhet","män",1088,1136,1173,1187,1170,1203,1236,1212,1212,1246,1257
"20 Dalarnas län","L fastighetsverksamhet","kvinnor",683,641,661,678,643,709,737,757,780,797,813
"20 Dalarnas län","M+N företagstjänster","män",4687,4849,5054,5504,5829,5761,5883,5911,6245,6296,6310
"20 Dalarnas län","M+N företagstjänster","kvinnor",4042,4126,4275,4374,4542,4638,4649,4731,4698,4716,4778
"20 Dalarnas län","O offentlig förvaltning och försvar","män",3084,3049,3034,3205,3252,3214,3191,3165,3178,3275,3410
"20 Dalarnas län","O offentlig förvaltning och försvar","kvinnor",3829,3867,4009,4079,4257,4334,4370,4418,4563,4706,4907
"20 Dalarnas län","P utbildning ","män",3122,2939,2965,3007,3040,3087,3166,3214,3584,3803,3843
"20 Dalarnas län","P utbildning ","kvinnor",9359,8881,9057,9180,9256,9385,9495,9715,10399,11001,11108
"20 Dalarnas län","Q vård och omsorg; sociala tjänster","män",3908,3940,3891,3926,4063,4210,4407,4773,5232,5283,5213
"20 Dalarnas län","Q vård och omsorg; sociala tjänster","kvinnor",20871,20559,20463,20230,20642,20784,20962,21178,21222,21021,20697
"20 Dalarnas län","R+S+T+U kulturella och personliga tjänster m.m.","män",2351,2431,2496,2420,2532,2573,2661,2673,2707,2654,2659
"20 Dalarnas län","R+S+T+U kulturella och personliga tjänster m.m.","kvinnor",3325,3286,3346,3356,3410,3465,3566,3477,3464,3398,3479
"20 Dalarnas län","00 okänd verksamhet","män",694,602,625,716,725,749,953,822,706,782,838
"20 Dalarnas län","00 okänd verksamhet","kvinnor",845,683,861,1020,913,965,1171,1098,1107,1141,1201
"21 Gävleborgs län","A jordbruk, skogsbruk och fiske","män",2626,2705,2850,3487,3564,3421,3459,3401,3371,3323,3188
"21 Gävleborgs län","A jordbruk, skogsbruk och fiske","kvinnor",565,581,608,904,908,963,995,1033,936,971,921
"21 Gävleborgs län","B+C tillverkning och utvinning","män",20360,18197,18396,18585,17781,17201,16683,15977,15688,15881,15760
"21 Gävleborgs län","B+C tillverkning och utvinning","kvinnor",4876,4313,4484,4560,4286,4107,3985,3867,3805,3833,3836
"21 Gävleborgs län","D+E energiförsörjning; miljöverksamhet","män",1105,1057,1075,1075,1101,1102,1114,1115,1130,1163,1198
"21 Gävleborgs län","D+E energiförsörjning; miljöverksamhet","kvinnor",374,383,383,394,417,408,426,420,407,445,457
"21 Gävleborgs län","F byggverksamhet","män",9164,9001,9253,9816,9573,9633,9594,9944,10013,10260,10496
"21 Gävleborgs län","F byggverksamhet","kvinnor",542,593,676,755,722,711,682,732,769,788,873
"21 Gävleborgs län","G handel","män",6329,6181,6211,6200,6221,6183,6158,6335,6418,6550,6768
"21 Gävleborgs län","G handel","kvinnor",5669,5616,5663,5565,5585,5498,5494,5526,5550,5511,5488
"21 Gävleborgs län","H transport och magasinering","män",4748,4644,4814,4896,4810,4845,4693,4701,4745,4795,4835
"21 Gävleborgs län","H transport och magasinering","kvinnor",1153,1111,1125,1139,1137,1140,1099,1118,1096,1103,1131
"21 Gävleborgs län","I hotell- och restaurangverksamhet","män",1292,1228,1339,1468,1561,1678,1697,1685,1799,1920,1944
"21 Gävleborgs län","I hotell- och restaurangverksamhet","kvinnor",2245,2111,2227,2225,2361,2404,2407,2380,2394,2406,2273
"21 Gävleborgs län","J information och kommunikation","män",1461,1378,1407,1512,1577,1645,1572,1479,1483,1523,1557
"21 Gävleborgs län","J information och kommunikation","kvinnor",793,732,708,747,717,719,667,607,621,658,670
"21 Gävleborgs län","K finans- och försäkringsverksamhet","män",485,449,442,442,441,438,467,434,457,428,441
"21 Gävleborgs län","K finans- och försäkringsverksamhet","kvinnor",677,625,639,608,631,606,598,549,541,524,518
"21 Gävleborgs län","L fastighetsverksamhet","män",1233,1254,1261,1391,1401,1439,1442,1438,1418,1406,1404
"21 Gävleborgs län","L fastighetsverksamhet","kvinnor",604,607,611,605,641,705,740,749,649,714,733
"21 Gävleborgs län","M+N företagstjänster","män",6071,5724,5870,5799,5946,5803,5849,5900,6007,6082,6262
"21 Gävleborgs län","M+N företagstjänster","kvinnor",5025,4567,4590,4563,4823,4804,4762,4680,4656,4619,4752
"21 Gävleborgs län","O offentlig förvaltning och försvar","män",2795,2805,2884,2834,2872,3002,3036,3042,3291,3354,3525
"21 Gävleborgs län","O offentlig förvaltning och försvar","kvinnor",4249,4832,5078,4697,4904,4893,5041,5397,5738,5502,5673
"21 Gävleborgs län","P utbildning ","män",3020,2926,2934,2931,2896,2967,3029,3120,3262,3445,3473
"21 Gävleborgs län","P utbildning ","kvinnor",9451,9122,9185,9369,9102,9279,9347,9568,10097,10418,10494
"21 Gävleborgs län","Q vård och omsorg; sociala tjänster","män",3251,3235,3340,3387,3408,3517,3696,4034,4389,4526,4450
"21 Gävleborgs län","Q vård och omsorg; sociala tjänster","kvinnor",18991,18178,18645,19041,18965,19245,19385,19851,20109,20412,20106
"21 Gävleborgs län","R+S+T+U kulturella och personliga tjänster m.m.","män",2006,1968,1979,2072,2102,2109,2154,2169,2231,2250,2308
"21 Gävleborgs län","R+S+T+U kulturella och personliga tjänster m.m.","kvinnor",2849,2841,2854,2874,2964,3055,3113,3123,3139,3167,3147
"21 Gävleborgs län","00 okänd verksamhet","män",782,651,634,731,828,905,895,852,834,1026,1279
"21 Gävleborgs län","00 okänd verksamhet","kvinnor",996,737,787,983,1259,1294,1278,1104,1141,1132,1294
"22 Västernorrlands län","A jordbruk, skogsbruk och fiske","män",2235,2245,2418,3109,3182,3262,3317,3238,3058,3083,3022
"22 Västernorrlands län","A jordbruk, skogsbruk och fiske","kvinnor",588,627,686,995,1042,1093,1104,1098,975,1075,991
"22 Västernorrlands län","B+C tillverkning och utvinning","män",13393,11992,11559,11843,11691,11486,11405,11307,11020,11001,11012
"22 Västernorrlands län","B+C tillverkning och utvinning","kvinnor",2993,2664,2593,2688,2673,2645,2584,2569,2458,2437,2509
"22 Västernorrlands län","D+E energiförsörjning; miljöverksamhet","män",983,1047,1034,1069,1112,1074,1118,1161,1170,1159,1157
"22 Västernorrlands län","D+E energiförsörjning; miljöverksamhet","kvinnor",293,321,310,305,302,292,316,315,327,324,342
"22 Västernorrlands län","F byggverksamhet","män",8244,7928,7821,8048,8050,8023,7847,7818,7958,8028,8343
"22 Västernorrlands län","F byggverksamhet","kvinnor",561,566,571,546,578,564,549,573,615,633,672
"22 Västernorrlands län","G handel","män",6677,6349,6381,6372,6462,6392,6342,6422,6429,6361,6332
"22 Västernorrlands län","G handel","kvinnor",5336,5072,5148,5014,5100,5038,5029,5076,5030,4981,4894
"22 Västernorrlands län","H transport och magasinering","män",5010,4859,4975,5018,4956,4850,4596,4658,4705,4717,4716
"22 Västernorrlands län","H transport och magasinering","kvinnor",1322,1202,1241,1277,1268,1196,1094,1087,1114,1042,994
"22 Västernorrlands län","I hotell- och restaurangverksamhet","män",1082,1027,1116,1116,1216,1315,1311,1385,1395,1459,1462
"22 Västernorrlands län","I hotell- och restaurangverksamhet","kvinnor",1560,1509,1632,1599,1653,1737,1722,1760,1740,1733,1707
"22 Västernorrlands län","J information och kommunikation","män",2535,2482,2467,2673,2778,2769,2808,2791,2782,2891,2907
"22 Västernorrlands län","J information och kommunikation","kvinnor",1167,1143,1129,1178,1205,1144,1105,1054,1031,1041,1018
"22 Västernorrlands län","K finans- och försäkringsverksamhet","män",1115,1167,1206,1180,1216,1286,1293,1306,1358,1356,1341
"22 Västernorrlands län","K finans- och försäkringsverksamhet","kvinnor",1528,1545,1564,1572,1586,1618,1642,1628,1666,1697,1777
"22 Västernorrlands län","L fastighetsverksamhet","män",925,962,946,962,997,1063,1043,1058,1136,1122,1119
"22 Västernorrlands län","L fastighetsverksamhet","kvinnor",649,664,675,680,670,679,687,686,717,712,720
"22 Västernorrlands län","M+N företagstjänster","män",5254,5205,5194,5381,5485,5518,5608,5644,5966,6107,6147
"22 Västernorrlands län","M+N företagstjänster","kvinnor",3750,3729,3824,3659,3778,3893,4006,4080,4124,4029,4088
"22 Västernorrlands län","O offentlig förvaltning och försvar","män",3340,3112,3156,3170,3205,3312,3301,3324,3371,3472,3608
"22 Västernorrlands län","O offentlig förvaltning och försvar","kvinnor",4933,4680,4788,4678,4734,4819,4781,4916,5005,5165,5349
"22 Västernorrlands län","P utbildning ","män",2489,2535,2601,2655,2626,2683,2730,2795,2965,3076,3000
"22 Västernorrlands län","P utbildning ","kvinnor",8675,8575,8764,8711,8638,8553,8725,8916,9317,9611,9462
"22 Västernorrlands län","Q vård och omsorg; sociala tjänster","män",3426,3402,3403,3410,3636,3786,3948,4258,4616,4734,4688
"22 Västernorrlands län","Q vård och omsorg; sociala tjänster","kvinnor",16971,16457,16221,16117,16351,16556,16726,16872,17216,17269,16981
"22 Västernorrlands län","R+S+T+U kulturella och personliga tjänster m.m.","män",2148,2192,2141,2153,2175,2212,2162,2123,2065,1972,2022
"22 Västernorrlands län","R+S+T+U kulturella och personliga tjänster m.m.","kvinnor",2731,2762,2702,2736,2802,2837,2826,2799,2794,2758,2771
"22 Västernorrlands län","00 okänd verksamhet","män",648,561,633,737,674,799,803,757,680,717,654
"22 Västernorrlands län","00 okänd verksamhet","kvinnor",800,645,764,908,904,903,937,901,803,825,844
"23 Jämtlands län","A jordbruk, skogsbruk och fiske","män",2211,2286,2345,2960,2913,2894,2896,2893,2724,2737,2643
"23 Jämtlands län","A jordbruk, skogsbruk och fiske","kvinnor",394,417,441,716,743,758,775,733,682,728,690
"23 Jämtlands län","B+C tillverkning och utvinning","män",4731,4014,3901,3969,3902,3827,3771,3747,3691,3750,3783
"23 Jämtlands län","B+C tillverkning och utvinning","kvinnor",1261,1041,1046,1065,1003,948,937,932,933,944,946
"23 Jämtlands län","D+E energiförsörjning; miljöverksamhet","män",714,734,744,743,737,689,698,691,664,629,638
"23 Jämtlands län","D+E energiförsörjning; miljöverksamhet","kvinnor",106,103,106,106,105,106,116,121,118,124,126
"23 Jämtlands län","F byggverksamhet","män",3956,3941,4050,4198,4177,4114,4174,4183,4369,4535,4709
"23 Jämtlands län","F byggverksamhet","kvinnor",223,210,225,278,285,263,294,271,296,289,308
"23 Jämtlands län","G handel","män",3170,3109,3216,3318,3260,3232,3300,3390,3396,3408,3398
"23 Jämtlands län","G handel","kvinnor",2640,2636,2645,2683,2669,2647,2626,2629,2638,2682,2718
"23 Jämtlands län","H transport och magasinering","män",2327,2327,2332,2352,2406,2425,2350,2335,2356,2365,2320
"23 Jämtlands län","H transport och magasinering","kvinnor",484,458,440,437,459,460,450,440,449,470,477
"23 Jämtlands län","I hotell- och restaurangverksamhet","män",1256,1253,1372,1263,1257,1307,1311,1354,1373,1424,1427
"23 Jämtlands län","I hotell- och restaurangverksamhet","kvinnor",1451,1416,1566,1416,1507,1552,1469,1519,1468,1460,1473
"23 Jämtlands län","J information och kommunikation","män",930,851,857,910,914,949,957,974,955,962,993
"23 Jämtlands län","J information och kommunikation","kvinnor",515,429,412,402,412,408,362,350,341,285,281
"23 Jämtlands län","K finans- och försäkringsverksamhet","män",345,310,343,344,347,342,338,356,364,344,359
"23 Jämtlands län","K finans- och försäkringsverksamhet","kvinnor",468,430,424,420,415,408,396,430,407,427,433
"23 Jämtlands län","L fastighetsverksamhet","män",541,564,563,622,573,577,572,595,621,619,601
"23 Jämtlands län","L fastighetsverksamhet","kvinnor",245,303,297,252,259,285,276,300,299,297,310
"23 Jämtlands län","M+N företagstjänster","män",3557,3289,3181,3180,3181,3425,3356,3389,3544,3645,3740
"23 Jämtlands län","M+N företagstjänster","kvinnor",2592,2492,2500,2471,2468,2666,2616,2629,2672,3011,3127
"23 Jämtlands län","O offentlig förvaltning och försvar","män",1722,1766,1768,1821,1822,1825,1799,1862,1946,2150,2256
"23 Jämtlands län","O offentlig förvaltning och försvar","kvinnor",2336,2385,2497,2728,2742,2664,2676,2879,3011,3143,3293
"23 Jämtlands län","P utbildning ","män",1698,1665,1666,1699,1708,1743,1770,1818,1857,1929,1948
"23 Jämtlands län","P utbildning ","kvinnor",4717,4723,4744,4832,4856,4835,4881,4901,5062,5080,5091
"23 Jämtlands län","Q vård och omsorg; sociala tjänster","män",2176,2155,2222,2287,2322,2428,2490,2699,2792,2796,2730
"23 Jämtlands län","Q vård och omsorg; sociala tjänster","kvinnor",9413,9169,9352,9313,9470,9599,9701,9735,9768,9552,9354
"23 Jämtlands län","R+S+T+U kulturella och personliga tjänster m.m.","män",1272,1266,1243,1382,1430,1477,1449,1378,1438,1453,1432
"23 Jämtlands län","R+S+T+U kulturella och personliga tjänster m.m.","kvinnor",1370,1394,1441,1496,1512,1539,1515,1535,1542,1537,1528
"23 Jämtlands län","00 okänd verksamhet","män",423,398,435,454,439,475,467,475,499,529,494
"23 Jämtlands län","00 okänd verksamhet","kvinnor",477,382,378,497,448,468,460,431,599,648,594
"24 Västerbottens län","A jordbruk, skogsbruk och fiske","män",2517,2554,2643,3717,3739,3734,3689,3585,3422,3536,3301
"24 Västerbottens län","A jordbruk, skogsbruk och fiske","kvinnor",560,578,644,1158,1160,1209,1174,1169,997,1134,1047
"24 Västerbottens län","B+C tillverkning och utvinning","män",14962,12778,12945,13474,13172,12858,12818,12453,12293,12146,12436
"24 Västerbottens län","B+C tillverkning och utvinning","kvinnor",3516,2836,2930,3082,3023,2955,2918,2843,2797,2771,2900
"24 Västerbottens län","D+E energiförsörjning; miljöverksamhet","män",1164,1199,1233,1243,1269,1284,1302,1357,1269,1287,1255
"24 Västerbottens län","D+E energiförsörjning; miljöverksamhet","kvinnor",448,456,438,461,505,518,527,525,514,521,552
"24 Västerbottens län","F byggverksamhet","män",7603,7522,8004,8376,8439,8482,8384,8866,9066,9427,9821
"24 Västerbottens län","F byggverksamhet","kvinnor",520,517,583,594,641,616,617,689,781,797,858
"24 Västerbottens län","G handel","män",6886,6593,6613,6510,6483,6578,6576,6717,6953,6995,6909
"24 Västerbottens län","G handel","kvinnor",5142,4961,5044,4981,5148,5179,5285,5446,5854,5730,5640
"24 Västerbottens län","H transport och magasinering","män",5003,4883,4910,4856,4949,4958,4856,4898,4849,4802,4796
"24 Västerbottens län","H transport och magasinering","kvinnor",1047,1009,1039,1066,1110,1116,1063,1061,1053,1037,1059
"24 Västerbottens län","I hotell- och restaurangverksamhet","män",1217,1197,1250,1287,1413,1520,1597,1682,1741,1745,1762
"24 Västerbottens län","I hotell- och restaurangverksamhet","kvinnor",1753,1745,1850,1732,1873,1985,2037,2134,2129,2100,2012
"24 Västerbottens län","J information och kommunikation","män",2332,2402,2423,2463,2481,2473,2440,2566,2624,2702,2921
"24 Västerbottens län","J information och kommunikation","kvinnor",803,810,829,836,873,875,858,807,796,799,860
"24 Västerbottens län","K finans- och försäkringsverksamhet","män",717,702,699,712,740,766,804,747,744,762,780
"24 Västerbottens län","K finans- och försäkringsverksamhet","kvinnor",777,729,721,701,701,726,729,711,723,705,700
"24 Västerbottens län","L fastighetsverksamhet","män",1008,1023,1033,1056,1062,1096,1205,1224,1236,1283,1306
"24 Västerbottens län","L fastighetsverksamhet","kvinnor",628,607,613,623,593,645,656,688,727,755,738
"24 Västerbottens län","M+N företagstjänster","män",5521,5249,5556,5858,6118,6377,6331,6378,6601,6766,6902
"24 Västerbottens län","M+N företagstjänster","kvinnor",3953,3836,4128,4183,4446,4426,4301,4279,4396,4506,4757
"24 Västerbottens län","O offentlig förvaltning och försvar","män",2434,2344,2428,2434,2493,2582,2593,2574,2622,2714,2827
"24 Västerbottens län","O offentlig förvaltning och försvar","kvinnor",3109,3128,3303,3430,3526,3677,3755,3755,3804,3975,4156
"24 Västerbottens län","P utbildning ","män",4712,4764,4826,4883,5051,5101,5096,5083,5177,5213,5255
"24 Västerbottens län","P utbildning ","kvinnor",10914,10842,11194,11355,11601,11513,11543,11517,11839,12100,12171
"24 Västerbottens län","Q vård och omsorg; sociala tjänster","män",4918,4916,5095,5200,5396,5651,5819,6143,6688,6870,7012
"24 Västerbottens län","Q vård och omsorg; sociala tjänster","kvinnor",20594,20334,20780,20790,21038,21113,21223,21584,21852,21803,21420
"24 Västerbottens län","R+S+T+U kulturella och personliga tjänster m.m.","män",2014,2050,2060,2114,2207,2212,2201,2161,2213,2187,2213
"24 Västerbottens län","R+S+T+U kulturella och personliga tjänster m.m.","kvinnor",2748,2753,2794,2839,2880,2935,2874,2934,2967,2976,3027
"24 Västerbottens län","00 okänd verksamhet","män",738,680,615,762,786,750,754,688,607,699,649
"24 Västerbottens län","00 okänd verksamhet","kvinnor",810,816,701,862,967,1008,1037,861,726,851,836
"25 Norrbottens län","A jordbruk, skogsbruk och fiske","män",2343,2422,2568,3448,3423,3539,3415,3375,3286,3306,3188
"25 Norrbottens län","A jordbruk, skogsbruk och fiske","kvinnor",488,497,555,948,998,1037,1017,1003,926,959,929
"25 Norrbottens län","B+C tillverkning och utvinning","män",14253,13145,13310,13807,13748,13459,13299,12854,12626,12488,12475
"25 Norrbottens län","B+C tillverkning och utvinning","kvinnor",2685,2494,2691,2836,2932,2965,3042,2892,2887,2967,3137
"25 Norrbottens län","D+E energiförsörjning; miljöverksamhet","män",1181,1205,1262,1283,1301,1305,1407,1362,1377,1351,1390
"25 Norrbottens län","D+E energiförsörjning; miljöverksamhet","kvinnor",237,248,250,280,312,318,337,320,330,334,358
"25 Norrbottens län","F byggverksamhet","män",8997,8923,9408,9862,10013,9934,10108,10129,9976,9917,10097
"25 Norrbottens län","F byggverksamhet","kvinnor",820,833,921,992,1039,941,955,866,865,927,990
"25 Norrbottens län","G handel","män",5564,5328,5557,5764,5810,5812,5868,5876,5883,5892,5829
"25 Norrbottens län","G handel","kvinnor",5150,4958,5092,5217,5280,5324,5322,5289,5278,5168,5176
"25 Norrbottens län","H transport och magasinering","män",4937,4738,5061,4977,5076,5211,5077,5041,5221,5150,5302
"25 Norrbottens län","H transport och magasinering","kvinnor",1011,972,1028,1015,1026,1062,1079,1085,1127,1070,1154
"25 Norrbottens län","I hotell- och restaurangverksamhet","män",1294,1209,1275,1345,1412,1540,1617,1684,1706,1751,1790
"25 Norrbottens län","I hotell- och restaurangverksamhet","kvinnor",2179,2065,2166,2175,2276,2405,2417,2512,2534,2424,2418
"25 Norrbottens län","J information och kommunikation","män",1849,1776,1676,1720,1840,1818,1789,1762,1781,1806,1871
"25 Norrbottens län","J information och kommunikation","kvinnor",1023,1002,970,1003,1036,1004,947,913,853,821,819
"25 Norrbottens län","K finans- och försäkringsverksamhet","män",549,607,577,575,580,592,611,592,606,586,581
"25 Norrbottens län","K finans- och försäkringsverksamhet","kvinnor",951,955,940,904,924,917,954,884,952,953,964
"25 Norrbottens län","L fastighetsverksamhet","män",1073,1094,1031,1051,1092,1135,1123,1216,1177,1173,1236
"25 Norrbottens län","L fastighetsverksamhet","kvinnor",564,516,514,557,565,577,571,686,688,667,679
"25 Norrbottens län","M+N företagstjänster","män",5815,5571,5698,6161,6460,6542,6775,7057,7139,7264,7383
"25 Norrbottens län","M+N företagstjänster","kvinnor",4586,4555,4693,4931,5090,4843,4906,4948,4989,5032,5004
"25 Norrbottens län","O offentlig förvaltning och försvar","män",4514,4328,4669,4891,4768,5208,5164,5081,5102,5002,5140
"25 Norrbottens län","O offentlig förvaltning och försvar","kvinnor",4098,4049,4081,4081,4110,4428,4592,4825,5051,5056,5131
"25 Norrbottens län","P utbildning ","män",3098,2951,2981,2957,3014,3019,3015,3059,3156,3197,3130
"25 Norrbottens län","P utbildning ","kvinnor",9641,9179,9084,9125,9269,9219,9180,9230,9582,9596,9610
"25 Norrbottens län","Q vård och omsorg; sociala tjänster","män",3428,3415,3475,3503,3557,3894,3989,4251,4593,4583,4586
"25 Norrbottens län","Q vård och omsorg; sociala tjänster","kvinnor",17841,17296,17652,17561,17908,18365,18376,18613,18786,18638,18309
"25 Norrbottens län","R+S+T+U kulturella och personliga tjänster m.m.","män",1959,1920,1921,1888,1956,2007,2025,1928,1945,1964,1995
"25 Norrbottens län","R+S+T+U kulturella och personliga tjänster m.m.","kvinnor",2618,2484,2525,2532,2672,2785,2775,2732,2734,2720,2713
"25 Norrbottens län","00 okänd verksamhet","män",585,520,558,662,661,648,638,652,515,609,525
"25 Norrbottens län","00 okänd verksamhet","kvinnor",709,666,745,912,927,895,945,938,828,894,851
